,Abbreviation,DriverNumber,TeamName,Position,GridPosition,Status,Points,RaceCountry,Year,AgeAtGP,BestQualiTime,FLapPoint,AvgLapTime,SDLapTime,AvgSplitTime,AvgPitTime,PitstopNo,HARD,INTERMEDIATE,MEDIUM,SOFT,WET,Engine,PrevPodiumRace,Rain,Driver,AverageSpeed,MaxSpeed,AverageRPM,MaxRPM,AverageThrottle,MaxThrottlePct,Brake,raceID
7,HUL,27,Renault,10.0,10.0,Finished,1.0,UK,2019.0,31.0,0 days 00:01:26.386000,0.0,0 days 00:01:34.989960,0 days 00:00:09.712032,0 days 00:00:03.677120,0 days 00:00:28.926000,1.0,39.0,0.0,0.0,13.0,0.0,Renault,0,False,27,159.8746346870906,332,7568.990224730424,12524,50.164096879303976,40.52537874970607,11.424636366690182,10
8,RIC,3,Renault,7.0,7.0,Finished,6.0,UK,2019.0,30.0,0 days 00:01:26.182000,0.0,0 days 00:01:34.572745098,0 days 00:00:10.651967,0 days 00:00:03.304490196,0 days 00:00:28.398500,2.0,32.0,0.0,8.0,12.0,0.0,Renault,1,False,3,160.119721858309,337,7722.9143068292515,12342,50.31075951493164,40.370855588027815,10.201887869931808,10
9,VER,33,Red Bull Racing,5.0,4.0,Finished,10.0,UK,2019.0,21.0,0 days 00:01:25.276000,0.0,0 days 00:01:34.337039215,0 days 00:00:11.620846,0 days 00:00:03.068784313,0 days 00:00:27.888500,2.0,32.0,0.0,20.0,0.0,0.0,Honda,1,False,33,160.3078706036481,341,7652.2877490006385,12955,48.932816016661626,40.149148443011185,12.019214619234775,10
10,NOR,4,McLaren,11.0,8.0,Finished,0.0,UK,2019.0,19.0,0 days 00:01:26.079000,0.0,0 days 00:01:34.968862745,0 days 00:00:10.165653,0 days 00:00:03.700607843,0 days 00:00:28.097000,2.0,17.0,0.0,22.0,13.0,0.0,Renault,0,False,4,159.26541032617823,335,7637.917934764352,12441,50.03080385636064,1.7434243676307568,11.538849138365412,10
11,HAM,44,Mercedes,1.0,2.0,Finished,26.0,UK,2019.0,34.0,0 days 00:01:25.099000,1.0,0 days 00:01:32.078560,0 days 00:00:10.125317,0 days 00:00:01.505300,0 days 00:00:28.905000,1.0,32.0,0.0,20.0,0.0,0.0,Mercedes,8,False,44,159.6825556787262,333,7675.657395276966,12761,51.07591790117236,38.083240955356246,10.699049346635762,10
12,VET,5,Ferrari,16.0,6.0,+1 Lap,0.0,UK,2019.0,32.0,0 days 00:01:25.787000,0.0,0 days 00:01:35.751060,0 days 00:00:14.145186,0 days 00:00:04.404820,0 days 00:00:33.244500,2.0,18.0,0.0,13.0,20.0,0.0,Ferrari,5,False,5,157.89116194699184,332,7562.722698108771,12653,62.086197050623134,10.201887869931808,22.765292754207398,10
13,SAI,55,McLaren,6.0,13.0,Finished,8.0,UK,2019.0,25.0,0 days 00:01:26.203000,0.0,0 days 00:01:34.525098039,0 days 00:00:10.811252,0 days 00:00:03.256843137,0 days 00:00:27.980000,1.0,32.0,0.0,20.0,0.0,0.0,Renault,0,False,55,160.1312775034432,329,7655.0407470858945,12195,50.00584500655044,0.2485807383519769,11.622829117538378,10
14,RUS,63,Williams,14.0,19.0,+1 Lap,0.0,UK,2019.0,20.0,0 days 00:01:27.789000,0.0,0 days 00:01:35.587920,0 days 00:00:08.344693,0 days 00:00:04.241680,0 days 00:00:30.245000,1.0,30.0,0.0,21.0,0.0,0.0,Mercedes,0,False,63,157.75299808525648,329,7738.796667674426,12816,49.732036682454904,0.13772716584366287,13.1613423359871,10
15,RAI,7,Alfa Romeo Racing,8.0,12.0,Finished,4.0,UK,2019.0,39.0,0 days 00:01:26.546000,0.0,0 days 00:01:34.744666666,0 days 00:00:09.315892,0 days 00:00:03.476411764,0 days 00:00:28.364000,1.0,35.0,0.0,17.0,0.0,0.0,Ferrari,7,False,7,160.2688367093285,332,7761.408982498572,12722,58.65175182236555,8.011690013100877,21.31075951493164,10
16,BOT,77,Mercedes,2.0,1.0,Finished,18.0,UK,2019.0,29.0,0 days 00:01:25.093000,0.0,0 days 00:01:34.096450980,0 days 00:00:12.786794,0 days 00:00:02.828196078,0 days 00:00:28.335000,2.0,0.0,0.0,45.0,7.0,0.0,Mercedes,2,False,77,160.2288286472505,324,7696.91084685411,12462,51.054586986462425,41.21065537975747,10.168295878262622,10
17,GRO,8,Haas F1 Team,19.0,14.0,Collision,0.0,UK,2019.0,33.0,0 days 00:01:26.347000,0.0,0 days 00:01:39.747125,0 days 00:00:10.236139,0 days 00:00:08.523375,0 days 00:00:33.562000,1.0,8.0,0.0,0.0,1.0,0.0,Ferrari,0,False,8,29.753501965131512,302,1637.0221035305183,12506,68.1787765796634,56.90147468843427,60.3345762370251,10
18,KUB,88,Williams,15.0,20.0,+1 Lap,0.0,UK,2019.0,35.0,0 days 00:01:28.257000,0.0,0 days 00:01:35.779460,0 days 00:00:08.929088,0 days 00:00:04.433220,0 days 00:00:28.694000,1.0,31.0,0.0,20.0,0.0,0.0,Mercedes,0,False,88,157.6340152507642,326,7681.338674460008,12615,50.4630991971514,0.3392791158587793,13.567805435184251,10
19,GIO,99,Alfa Romeo Racing,18.0,11.0,Spun off,0.0,UK,2019.0,25.0,0 days 00:01:26.449000,0.0,0 days 00:01:33.440294117,0 days 00:00:00.818402,0 days 00:00:02.520235294,0 days 00:00:00,0.0,0.0,0.0,18.0,0.0,0.0,Ferrari,0,False,99,59.46430850885149,316,2985.1514662904365,12557,76.10685612549968,54.30817293157312,59.42759246195707,10
0,GAS,10,Red Bull Racing,14.0,4.0,Collision,0.0,Germany,2019.0,23.0,0 days 00:01:12.180000,0.0,0 days 00:01:38.938050,0 days 00:00:16.201180,0 days 00:00:08.550566666,0 days 00:00:22.526500,4.0,0.0,41.0,0.0,17.0,3.0,Honda,0,True,10,122.38056124097814,347,7442.141764515782,13028,37.92801357319832,2.91123559194226,21.12463643218787,11
1,LEC,16,Ferrari,17.0,10.0,Accident,0.0,Germany,2019.0,21.0,0 days 00:01:12.229000,0.0,0 days 00:01:35.925846153,0 days 00:00:11.301776,0 days 00:00:02.629423076,0 days 00:00:20.926667,3.0,0.0,24.0,0.0,0.0,3.0,Ferrari,0,True,16,59.991839922438864,323,3638.8887751804373,12969,64.6524830335021,43.71700958741786,54.15275234299257,11
2,STR,18,Racing Point,4.0,15.0,Finished,12.0,Germany,2019.0,20.0,0 days 00:01:13.256000,0.0,0 days 00:01:36.985177419,0 days 00:00:14.915273,0 days 00:00:07.279161290,0 days 00:00:21.308400,5.0,0.0,34.0,3.0,20.0,7.0,Mercedes,0,True,18,129.48666918022192,330,7580.363056124098,13317,37.14970914575029,14.989766239362275,20.08240870408273,11
3,MAG,20,Haas F1 Team,8.0,12.0,Finished,4.0,Germany,2019.0,27.0,0 days 00:01:12.789000,0.0,0 days 00:01:38.059285714,0 days 00:00:14.917762,0 days 00:00:08.312603174,0 days 00:00:20.834833,6.0,0.0,29.0,0.0,27.0,8.0,Ferrari,0,True,20,128.61227512657547,328,7442.449692987181,13048,37.60066788753635,2.7685015619950444,24.167833674458688,11
4,ALB,23,Toro Rosso,6.0,16.0,Finished,8.0,Germany,2019.0,23.0,0 days 00:01:13.461000,0.0,0 days 00:01:37.857539682,0 days 00:00:16.579812,0 days 00:00:08.110857142,0 days 00:00:20.935000,4.0,0.0,43.0,0.0,19.0,2.0,Honda,0,True,23,128.7784660131423,342,7695.16185500377,13132,39.56751588925994,1.4300333943768178,20.755682430248843,11
5,KVY,26,Toro Rosso,3.0,14.0,Finished,15.0,Germany,2019.0,25.0,0 days 00:01:13.135000,0.0,0 days 00:01:37.820761904,0 days 00:00:15.714217,0 days 00:00:08.074079365,0 days 00:00:22.389750,4.0,0.0,39.0,0.0,22.0,3.0,Honda,0,True,26,128.29069266400947,317,7816.290881180653,12887,40.04992997953248,1.3734784013788646,19.877733491328232,11
6,HUL,27,Renault,16.0,9.0,Accident,0.0,Germany,2019.0,31.0,0 days 00:01:12.766000,0.0,0 days 00:01:41.109947368,0 days 00:00:16.122998,0 days 00:00:07.700473684,0 days 00:00:20.958000,3.0,0.0,36.0,0.0,0.0,3.0,Renault,0,True,27,82.16702574598729,322,4920.110713131531,12483,54.658946461273295,28.339437681783906,39.919745771841,11
7,RIC,3,Renault,19.0,13.0,Exhaust,0.0,Germany,2019.0,30.0,0 days 00:01:12.799000,0.0,0 days 00:01:41.545250,0 days 00:00:12.886701,0 days 00:00:06.500750,0 days 00:00:21.224000,1.0,0.0,10.0,0.0,0.0,3.0,Renault,1,True,3,33.05469675751373,305,2159.9650974900355,12126,68.50390498761176,56.668102983949154,61.41872239577722,11
8,VER,33,Red Bull Racing,1.0,2.0,Finished,26.0,Germany,2019.0,21.0,0 days 00:01:12.113000,1.0,0 days 00:01:37.875714285,0 days 00:00:18.882318,0 days 00:00:08.129031746,0 days 00:00:20.371800,5.0,0.0,39.0,4.0,18.0,3.0,Honda,1,True,33,128.6942798664225,327,7980.402563826349,12942,36.35012926855542,22.129160831627708,18.04373586125175,11
9,NOR,4,McLaren,18.0,19.0,Power loss,0.0,Germany,2019.0,19.0,0 days 00:01:13.333000,0.0,0 days 00:01:38.402458333,0 days 00:00:09.657211,0 days 00:00:05.051250,0 days 00:00:20.822000,2.0,0.0,19.0,0.0,0.0,6.0,Renault,0,True,4,55.80620489066035,328,3482.0466982656467,12820,62.04669826564688,43.51502746956803,52.388775180437364,11
10,HAM,44,Mercedes,9.0,1.0,Finished,2.0,Germany,2019.0,34.0,0 days 00:01:11.767000,0.0,0 days 00:01:36.073950819,0 days 00:00:16.280760,0 days 00:00:06.648180327,0 days 00:00:29.811000,6.0,0.0,43.0,0.0,18.0,3.0,Mercedes,5,True,44,128.4992997953248,331,7270.293708930302,12938,39.641845308628675,20.308628676074544,17.445868792416245,11
11,VET,5,Ferrari,2.0,20.0,Finished,18.0,Germany,2019.0,32.0,0 days 00:01:17.285000,0.0,0 days 00:01:37.841285714,0 days 00:00:16.115526,0 days 00:00:08.094603174,0 days 00:00:20.752400,5.0,0.0,40.0,0.0,22.0,2.0,Ferrari,3,True,5,128.83294732306368,340,7435.71439728536,13142,45.877033286653024,5.493913605515458,24.55025315092104,11
12,SAI,55,McLaren,5.0,7.0,Finished,10.0,Germany,2019.0,25.0,0 days 00:01:12.632000,0.0,0 days 00:01:37.916571428,0 days 00:00:15.894036,0 days 00:00:08.169888888,0 days 00:00:21.346000,3.0,0.0,43.0,0.0,18.0,3.0,Renault,0,True,55,129.29338575891416,335,7590.005143811268,12530,38.41107400624798,0.4012711407950016,19.112894538403534,11
13,RUS,63,Williams,11.0,17.0,Finished,0.0,Germany,2019.0,20.0,0 days 00:01:14.721000,0.0,0 days 00:01:38.096492063,0 days 00:00:13.055274,0 days 00:00:08.349809523,0 days 00:00:20.885800,5.0,0.0,40.0,0.0,17.0,7.0,Mercedes,0,True,63,128.6245287083917,306,7502.222503501023,13162,40.575083485942045,2.2325756759668214,21.71981040611871,11
14,RAI,7,Alfa Romeo Racing,12.0,5.0,Finished,0.0,Germany,2019.0,39.0,0 days 00:01:12.519000,0.0,0 days 00:01:38.078365079,0 days 00:00:16.692935,0 days 00:00:08.331682539,0 days 00:00:22.908750,4.0,0.0,42.0,2.0,17.0,3.0,Ferrari,4,True,7,128.8582624151675,340,7573.681460734676,12893,44.22867068835506,5.884412366691802,26.104168910912424,11
15,BOT,77,Mercedes,15.0,3.0,Accident,0.0,Germany,2019.0,29.0,0 days 00:01:12.129000,0.0,0 days 00:01:38.842418181,0 days 00:00:18.034042,0 days 00:00:07.830836363,0 days 00:00:21.223000,4.0,0.0,39.0,4.0,10.0,3.0,Mercedes,2,True,77,112.25366260907035,332,6571.9970375956045,13282,43.21768286114403,9.441990735753528,24.7199181299149,11
16,GRO,8,Haas F1 Team,7.0,6.0,Finished,6.0,Germany,2019.0,33.0,0 days 00:01:12.769000,0.0,0 days 00:01:37.197500,0 days 00:00:15.568888,0 days 00:00:07.503451612,0 days 00:00:22.664600,5.0,0.0,41.0,0.0,20.0,3.0,Ferrari,1,True,8,128.8811267909081,333,7557.319104815254,12861,34.37711407950016,22.51427340299472,18.79510933965313,11
17,KUB,88,Williams,10.0,18.0,Finished,1.0,Germany,2019.0,35.0,0 days 00:01:14.839000,0.0,0 days 00:01:38.050063492,0 days 00:00:12.743215,0 days 00:00:08.303380952,0 days 00:00:20.811600,5.0,0.0,39.0,0.0,18.0,7.0,Mercedes,0,True,88,128.4153560271464,328,7212.954756005602,12866,38.70631800064634,1.4327264892814824,21.765593019498006,11
18,GIO,99,Alfa Romeo Racing,13.0,11.0,Finished,0.0,Germany,2019.0,25.0,0 days 00:01:12.786000,0.0,0 days 00:01:37.966206349,0 days 00:00:16.235613,0 days 00:00:08.219523809,0 days 00:00:22.894250,4.0,0.0,42.0,2.0,17.0,3.0,Ferrari,0,True,99,128.88330819778088,334,7592.106377248734,12933,46.79995691048153,7.621458580200366,26.047613917914468,11
0,GAS,10,Red Bull Racing,6.0,6.0,+1 Lap,8.0,Hungary,2019.0,23.0,0 days 00:01:15.450000,0.0,0 days 00:01:22.921176470,0 days 00:00:02.283725,0 days 00:00:02.299882352,0 days 00:00:22.104000,1.0,41.0,0.0,28.0,0.0,0.0,Honda,0,False,10,142.3819247321674,326,7785.6947776455145,12664,44.82886182584012,31.55083478313952,17.037511827366238,12
1,PER,11,Racing Point,11.0,16.0,+1 Lap,0.0,Hungary,2019.0,29.0,0 days 00:01:17.109000,0.0,0 days 00:01:23.617544117,0 days 00:00:02.313999,0 days 00:00:02.996250,0 days 00:00:21.901000,1.0,51.0,0.0,18.0,0.0,0.0,Mercedes,0,False,11,141.52669169489974,325,7861.1984860971215,13131,44.60675151848121,27.460855233037268,19.491499557427584,12
2,LEC,16,Ferrari,4.0,4.0,Finished,12.0,Hungary,2019.0,21.0,0 days 00:01:15.043000,0.0,0 days 00:01:22.320217391,0 days 00:00:02.446703,0 days 00:00:01.716086956,0 days 00:00:21.575000,1.0,43.0,0.0,27.0,0.0,0.0,Ferrari,0,False,16,144.31880474925984,322,7825.774318591094,12725,51.2420413271068,3.616884900650123,22.22629185361536,12
3,STR,18,Racing Point,17.0,18.0,+2 Laps,0.0,Hungary,2019.0,20.0,0 days 00:01:17.542000,0.0,0 days 00:01:24.624432835,0 days 00:00:03.104269,0 days 00:00:03.950626865,0 days 00:00:21.824000,2.0,34.0,0.0,16.0,18.0,0.0,Mercedes,0,False,18,140.05094161096358,333,7953.906663003999,13247,43.42023013765528,15.435094466318713,18.945151542899,12
4,MAG,20,Haas F1 Team,13.0,14.0,+1 Lap,0.0,Hungary,2019.0,27.0,0 days 00:01:16.122000,0.0,0 days 00:01:23.610882352,0 days 00:00:02.360394,0 days 00:00:02.989588235,0 days 00:00:21.618000,1.0,0.0,0.0,38.0,31.0,0.0,Ferrari,0,False,20,142.22143881817905,324,7809.611268809327,12824,45.57888471751671,1.7977596679180783,19.66852852302903,12
5,ALB,23,Toro Rosso,10.0,12.0,+1 Lap,1.0,Hungary,2019.0,23.0,0 days 00:01:16.687000,0.0,0 days 00:01:23.446955882,0 days 00:00:02.653396,0 days 00:00:02.825661764,0 days 00:00:23.676000,1.0,41.0,0.0,28.0,0.0,0.0,Honda,0,False,23,141.80114763605286,330,7693.826542135946,12566,45.136587003632144,0.7844214510270733,20.007325336507645,12
6,KVY,26,Toro Rosso,15.0,13.0,+2 Laps,0.0,Hungary,2019.0,25.0,0 days 00:01:16.692000,0.0,0 days 00:01:23.764940298,0 days 00:00:02.651771,0 days 00:00:03.091134328,0 days 00:00:23.002000,1.0,47.0,0.0,21.0,0.0,0.0,Honda,1,False,26,140.55541311845678,325,7833.042303818332,13074,46.313463358056346,1.5841040197784084,19.573909593138602,12
7,HUL,27,Renault,12.0,11.0,+1 Lap,0.0,Hungary,2019.0,31.0,0 days 00:01:16.565000,0.0,0 days 00:01:23.633794117,0 days 00:00:02.334882,0 days 00:00:03.012500,0 days 00:00:21.734000,1.0,0.0,0.0,36.0,33.0,0.0,Renault,0,False,27,142.13432835820896,323,7498.835027317401,12136,47.107316179837014,0.012208894179409699,15.828831303604677,12
8,RIC,3,Renault,14.0,20.0,+1 Lap,0.0,Hungary,2019.0,30.0,0 days 00:01:17.257000,0.0,0 days 00:01:23.595161764,0 days 00:00:02.486790,0 days 00:00:02.973867647,0 days 00:00:22.498000,1.0,46.0,0.0,0.0,23.0,0.0,Renault,3,False,3,142.17715105454323,331,7738.182980801514,12214,45.08872813844886,0.0030522235448524246,15.987546927937002,12
9,VER,33,Red Bull Racing,2.0,1.0,Finished,19.0,Hungary,2019.0,21.0,0 days 00:01:14.572000,1.0,0 days 00:01:21.680985507,0 days 00:00:03.354507,0 days 00:00:01.076855072,0 days 00:00:21.434500,2.0,42.0,0.0,25.0,3.0,0.0,Honda,0,False,33,144.4351555107896,321,7831.408631688185,12735,44.66523212160059,33.37911668650612,17.022250709641973,12
10,NOR,4,McLaren,9.0,7.0,+1 Lap,2.0,Hungary,2019.0,19.0,0 days 00:01:15.800000,0.0,0 days 00:01:23.066661764,0 days 00:00:03.075269,0 days 00:00:02.445367647,0 days 00:00:26.066000,1.0,41.0,0.0,0.0,28.0,0.0,Renault,0,False,4,142.27094588407655,327,7808.784818240088,12161,45.18835271495284,0.021365564813966974,17.84940329029698,12
11,HAM,44,Mercedes,1.0,3.0,Finished,25.0,Hungary,2019.0,34.0,0 days 00:01:14.769000,0.0,0 days 00:01:21.397000,0 days 00:00:03.198802,0 days 00:00:00.792869565,0 days 00:00:22.135000,2.0,18.0,0.0,52.0,0.0,0.0,Mercedes,7,False,44,144.29258614900957,331,7672.195433873577,12742,46.011323749351405,30.56801880169704,15.30384885389006,12
12,VET,5,Ferrari,3.0,5.0,Finished,15.0,Hungary,2019.0,32.0,0 days 00:01:15.071000,0.0,0 days 00:01:22.234028985,0 days 00:00:02.763340,0 days 00:00:01.629898550,0 days 00:00:24.819000,1.0,0.0,0.0,39.0,31.0,0.0,Ferrari,6,False,5,144.67469401458962,336,7790.953850380002,12805,56.59698440313768,9.590086377926319,27.23804291426304,12
13,SAI,55,McLaren,5.0,8.0,+1 Lap,10.0,Hungary,2019.0,25.0,0 days 00:01:15.852000,0.0,0 days 00:01:22.928750,0 days 00:00:02.384045,0 days 00:00:02.307455882,0 days 00:00:21.832000,1.0,40.0,0.0,0.0,29.0,0.0,Renault,0,False,55,142.34368037115038,320,7687.607606141074,12083,44.737111986081864,10.606476818362177,18.01422336171901,12
14,RUS,63,Williams,16.0,15.0,+2 Laps,0.0,Hungary,2019.0,20.0,0 days 00:01:17.031000,0.0,0 days 00:01:24.588567164,0 days 00:00:02.309831,0 days 00:00:03.914761194,0 days 00:00:21.333000,1.0,52.0,0.0,16.0,0.0,0.0,Mercedes,0,False,63,140.14317980648903,324,7882.241736104752,12797,43.643347678784,0.7844214510270733,20.074474254494397,12
15,RAI,7,Alfa Romeo Racing,7.0,10.0,+1 Lap,6.0,Hungary,2019.0,39.0,0 days 00:01:16.041000,0.0,0 days 00:01:22.993731343,0 days 00:00:02.494293,0 days 00:00:02.343134328,0 days 00:00:22.205000,1.0,0.0,0.0,40.0,29.0,0.0,Ferrari,9,False,7,142.43173702041938,317,7772.981015169551,12935,52.29218935994872,6.922442999725299,27.07322284284101,12
16,BOT,77,Mercedes,8.0,2.0,+1 Lap,4.0,Hungary,2019.0,29.0,0 days 00:01:14.590000,0.0,0 days 00:01:23.016294117,0 days 00:00:04.469022,0 days 00:00:02.395000,0 days 00:00:27.536000,2.0,41.0,0.0,28.0,0.0,0.0,Mercedes,2,False,77,142.13152031254768,330,7674.335714067698,12942,43.64905533681287,0.006104447089704849,16.34770930622959,12
17,GRO,8,Haas F1 Team,20.0,9.0,Water pressure,0.0,Hungary,2019.0,33.0,0 days 00:01:16.013000,0.0,0 days 00:01:24.841395833,0 days 00:00:03.876964,0 days 00:00:03.615812500,0 days 00:00:22.035000,1.0,30.0,0.0,0.0,19.0,0.0,Ferrari,1,False,8,100.32133809480206,317,5615.550590605256,12783,53.442297713884564,22.03705399383451,34.43823825656991,12
18,KUB,88,Williams,19.0,19.0,+3 Laps,0.0,Hungary,2019.0,35.0,0 days 00:01:18.324000,0.0,0 days 00:01:25.083430769,0 days 00:00:02.764177,0 days 00:00:04.433876923,0 days 00:00:21.754000,1.0,49.0,0.0,18.0,0.0,0.0,Mercedes,0,False,88,138.51033177669933,304,7721.253456643164,12747,45.16790281720233,1.3246650184659525,20.208772090467907,12
19,GIO,99,Alfa Romeo Racing,18.0,17.0,+2 Laps,0.0,Hungary,2019.0,25.0,0 days 00:01:16.804000,0.0,0 days 00:01:24.754432835,0 days 00:00:02.495073,0 days 00:00:04.080626865,0 days 00:00:23.218000,1.0,53.0,0.0,15.0,0.0,0.0,Ferrari,0,False,99,140.49568110368403,326,7828.656197539908,12858,52.53026279644721,7.6214021914965056,26.401733662973477,12
0,GAS,10,Toro Rosso,9.0,13.0,Finished,2.0,Belgium,2019.0,23.0,0 days 00:01:46.435000,0.0,0 days 00:01:51.446325,0 days 00:00:02.180129,0 days 00:00:03.653775,0 days 00:00:22.772000,1.0,0.0,0.0,31.0,13.0,0.0,Honda,0,False,10,157.03347918998676,350,7696.485533055188,12966,48.5264407584546,37.73277704284116,11.963637597096435,13
1,PER,11,Racing Point,6.0,7.0,Finished,8.0,Belgium,2019.0,29.0,0 days 00:01:44.706000,0.0,0 days 00:01:50.842175,0 days 00:00:02.886245,0 days 00:00:03.049625,0 days 00:00:23.133000,1.0,0.0,0.0,29.0,15.0,0.0,Mercedes,0,False,11,157.05311895797294,349,7791.577253146094,13179,47.6231131915471,7.3810250669923,14.44320070553916,13
2,LEC,16,Ferrari,1.0,1.0,Finished,25.0,Belgium,2019.0,21.0,0 days 00:01:42.519000,0.0,0 days 00:01:48.828600,0 days 00:00:02.532985,0 days 00:00:01.036050,0 days 00:00:22.449000,1.0,0.0,0.0,23.0,21.0,0.0,Ferrari,0,False,16,157.3152878124894,338,7505.861164818019,12373,57.49435229469828,6.594077541467386,19.188629965062244,13
3,STR,18,Racing Point,10.0,16.0,Finished,1.0,Belgium,2019.0,20.0,0 days 00:01:45.047000,0.0,0 days 00:01:51.452850,0 days 00:00:03.489990,0 days 00:00:03.660300,0 days 00:00:24.012000,2.0,0.0,0.0,16.0,28.0,0.0,Mercedes,0,False,18,156.90454869237814,356,7817.110783216309,13042,47.39065839014959,2.9374851599335163,14.873986635460126,13
4,MAG,20,Haas F1 Team,12.0,8.0,+1 Lap,0.0,Belgium,2019.0,27.0,0 days 00:01:44.738000,0.0,0 days 00:01:51.697410256,0 days 00:00:02.751856,0 days 00:00:03.922153846,0 days 00:00:22.584000,1.0,0.0,0.0,18.0,25.0,0.0,Ferrari,0,False,20,153.7363386587972,342,7420.760557647298,12851,47.63308571622401,1.7095756588989517,15.297988534988638,13
5,ALB,23,Red Bull Racing,5.0,17.0,Finished,10.0,Belgium,2019.0,23.0,0 days 00:01:45.528000,0.0,0 days 00:01:50.697250,0 days 00:00:02.780799,0 days 00:00:02.904700,0 days 00:00:22.506000,1.0,0.0,0.0,23.0,21.0,0.0,Honda,0,False,23,157.06858654726773,351,7645.152335402463,12690,47.655201655303415,36.091041687866756,13.225467250093281,13
6,KVY,26,Toro Rosso,7.0,19.0,Finished,6.0,Belgium,2019.0,25.0,0 days 00:01:46.518000,0.0,0 days 00:01:50.935075,0 days 00:00:02.399768,0 days 00:00:03.142525,0 days 00:00:22.834000,1.0,0.0,0.0,24.0,20.0,0.0,Honda,0,False,26,157.10379566500458,356,7698.249889759506,12943,50.03330958922696,0.030528136766052708,11.543027712764154,13
7,HUL,27,Renault,8.0,12.0,Finished,4.0,Belgium,2019.0,32.0,0 days 00:01:44.542000,0.0,0 days 00:01:51.326150,0 days 00:00:03.269224,0 days 00:00:03.533600,0 days 00:00:23.237500,2.0,0.0,0.0,20.0,24.0,0.0,Renault,0,False,27,157.13557884739325,349,7493.57009599403,12443,48.678403039245616,37.7259930124487,12.12984634171161,13
8,RIC,3,Renault,14.0,10.0,+1 Lap,0.0,Belgium,2019.0,30.0,0 days 00:01:44.103000,0.0,0 days 00:01:51.990564102,0 days 00:00:01.789947,0 days 00:00:04.215307692,0 days 00:00:27.620000,1.0,0.0,0.0,42.0,1.0,0.0,Renault,3,False,3,153.61208914215936,360,7494.172755333944,12544,46.762558936264035,0.4511380210983345,10.895152810284591,13
9,NOR,4,McLaren,11.0,11.0,Engine,0.0,Belgium,2019.0,19.0,0 days 00:01:44.847000,0.0,0 days 00:01:50.407153846,0 days 00:00:02.557278,0 days 00:00:02.631897435,0 days 00:00:23.182000,1.0,0.0,0.0,24.0,19.0,0.0,Renault,0,False,4,153.17998032631186,339,7408.428377599132,12202,50.099114684033786,2.408330789321936,13.995454699637055,13
10,HAM,44,Mercedes,2.0,3.0,Finished,18.0,Belgium,2019.0,34.0,0 days 00:01:43.282000,0.0,0 days 00:01:48.819425,0 days 00:00:02.686252,0 days 00:00:01.026875,0 days 00:00:23.497000,1.0,0.0,0.0,22.0,22.0,0.0,Mercedes,7,False,44,157.1204165394661,348,7438.749330076998,12975,50.735456734846174,0.7801634951324582,11.695668396594417,13
11,VET,5,Ferrari,4.0,2.0,Finished,13.0,Belgium,2019.0,32.0,0 days 00:01:43.037000,1.0,0 days 00:01:49.470175,0 days 00:00:03.417974,0 days 00:00:01.677625,0 days 00:00:22.824500,2.0,0.0,0.0,18.0,26.0,0.0,Ferrari,6,False,5,157.3999185916353,348,7506.609104168787,12847,60.127064889250704,9.623147111699062,22.90288660493199,13
12,RUS,63,Williams,15.0,14.0,+1 Lap,0.0,Belgium,2019.0,20.0,0 days 00:01:47.548000,0.0,0 days 00:01:52.238179487,0 days 00:00:02.655034,0 days 00:00:04.462923076,0 days 00:00:22.442000,1.0,0.0,0.0,30.0,13.0,0.0,Mercedes,0,False,63,153.6247074386893,336,7635.678708320614,12974,51.27363386587972,2.5066992300125506,15.57274176588311,13
13,RAI,7,Alfa Romeo Racing,16.0,6.0,+1 Lap,0.0,Belgium,2019.0,39.0,0 days 00:01:44.140000,0.0,0 days 00:01:52.515000,0 days 00:00:03.280213,0 days 00:00:04.739743589,0 days 00:00:30.314000,3.0,0.0,0.0,30.0,13.0,0.0,Ferrari,5,False,7,153.70659068552627,351,7486.663885214206,12949,57.12163766493674,8.639462704792917,22.048098775482515,13
14,BOT,77,Mercedes,3.0,4.0,Finished,15.0,Belgium,2019.0,30.0,0 days 00:01:43.415000,0.0,0 days 00:01:49.097275,0 days 00:00:02.561558,0 days 00:00:01.304725,0 days 00:00:22.579000,1.0,0.0,0.0,21.0,23.0,0.0,Mercedes,1,False,77,157.0464027678844,339,7501.991079000034,13085,49.72616261320851,0.902276042196669,12.051829992198366,13
15,GRO,8,Haas F1 Team,13.0,9.0,+1 Lap,0.0,Belgium,2019.0,33.0,0 days 00:01:44.797000,0.0,0 days 00:01:51.892717948,0 days 00:00:02.579631,0 days 00:00:04.117461538,0 days 00:00:22.912000,1.0,0.0,0.0,27.0,16.0,0.0,Ferrari,1,False,8,153.7196838641837,340,7452.489298192056,13193,46.609375530002374,0.4138258539398257,13.571452800108544,13
16,KUB,88,Williams,17.0,0.0,+1 Lap,0.0,Belgium,2019.0,35.0,0 days 00:01:50.838000,0.0,0 days 00:01:52.655589743,0 days 00:00:02.700207,0 days 00:00:04.880333333,0 days 00:00:24.247000,1.0,0.0,0.0,31.0,12.0,0.0,Mercedes,1,False,88,150.1538618093009,328,7429.964451680744,12517,75.04192530782538,25.775923476137173,36.91869339574641,13
