,Abbreviation,TeamName,GridPosition,Points,RaceCountry,Year,AgeAtGP,BestQualiTime,FLap,SDLapTime,AvgPitTime,PitstopNo,HARD,INTERMEDIATE,MEDIUM,SOFT,WET,Engine,Rain,AverageSpeed,MaxSpeed,MaxRPM,AverageThrottle,MaxThrottlePct,Brake,raceID,CircuitType,carIssue,driverIssue
1203,LEC,Ferrari,1.0,18.0,UnitedStates,2022.0,24.0,88.796,0.0,10.524097,19.697,1.0,33.0,0.0,24.0,0.0,0.0,Ferrari,False,122.21668047500692,331,12572,54.667688483844245,13.822148577740956,29.28472797569732,63,race,0,0
1204,STR,AstonMartin,0.0,1.0,UnitedStates,2022.0,23.0,89.996,0.0,10.489429,19.074,1.0,40.0,0.0,17.0,0.0,0.0,Mercedes,False,114.43084783209058,344,12761,60.743496271748135,26.260701463684065,39.356531344932336,63,race,0,0
1205,MAG,HaasF1Team,16.0,0.0,UnitedStates,2022.0,29.0,90.975,0.0,10.527591,20.2165,2.0,30.0,0.0,27.0,0.0,0.0,Ferrari,False,115.29367578017124,346,12615,52.4917149958575,16.467826567246615,30.03314001657001,63,race,1,0
1206,TSU,AlphaTauri,9.0,0.0,UnitedStates,2022.0,21.0,89.932,0.0,3.819267,19.244,2.0,30.0,0.0,11.0,16.0,0.0,,False,121.90847832090584,342,12920,41.03982325324496,2.8859431096382218,15.075945871306269,63,race,0,0
1207,ALB,Williams,18.0,2.0,UnitedStates,2022.0,26.0,91.266,0.0,10.179323,20.059,1.0,41.0,0.0,16.0,0.0,0.0,Mercedes,False,121.99544324772162,346,13189,46.333333333333336,11.40016570008285,26.05357636012151,63,race,0,0
1208,ZHO,AlfaRomeo,17.0,0.0,UnitedStates,2022.0,22.0,91.02,0.0,11.313262,0.0,0.0,0.0,0.0,6.0,0.0,0.0,,False,19.627064346865502,340,12180,66.71297983982325,58.60535763601216,61.68461750897543,63,race,1,0
1209,RIC,McLaren,14.0,0.0,UnitedStates,2022.0,33.0,90.31,0.0,10.046045,19.382,2.0,11.0,0.0,30.0,16.0,0.0,Mercedes,False,119.79210162938416,336,12736,48.907042253521126,12.217619442143054,22.35294117647059,63,race,0,0
1210,NOR,McLaren,8.0,0.0,UnitedStates,2022.0,22.0,89.634,0.0,3.370528,19.986,1.0,21.0,0.0,18.0,0.0,0.0,Mercedes,False,81.55539906103286,337,12652,59.54592653962994,33.08478320905827,41.78679922673295,63,race,1,0
1211,HAM,Mercedes,6.0,8.0,UnitedStates,2022.0,36.0,89.625,0.0,10.383688,18.82,1.0,35.0,0.0,22.0,0.0,0.0,Mercedes,False,122.17384700359015,336,12891,51.64368958851146,12.728528030930685,26.61419497376416,63,race,0,0
1212,MSC,HaasF1Team,15.0,0.0,UnitedStates,2022.0,23.0,90.423,0.0,11.259017,26.397,2.0,40.0,0.0,17.0,0.0,0.0,Ferrari,False,122.19671361502348,342,12654,48.09201877934272,10.48605357636012,25.556476111571392,63,race,0,0
1213,VET,AstonMartin,0.0,0.0,UnitedStates,2022.0,35.0,90.214,0.0,10.937505,19.861,1.0,41.0,0.0,13.0,0.0,0.0,Mercedes,False,106.37644297155482,345,12919,54.28964374482187,22.214857774095552,35.051090858878766,63,race,1,0
1214,SAI,Ferrari,2.0,15.0,UnitedStates,2022.0,28.0,88.986,0.0,12.111407,22.063,1.0,30.0,0.0,27.0,0.0,0.0,Ferrari,False,122.1904998619166,320,12812,50.54189450428058,10.67937033968517,25.5896161281414,63,race,0,0
1215,LAT,Williams,19.0,0.0,UnitedStates,2022.0,26.0,91.325,0.0,5.850848,19.185,1.0,34.0,0.0,23.0,0.0,0.0,Mercedes,False,122.15838166252416,338,13182,48.03385805026236,12.43579121789561,26.426401546534105,63,race,0,0
1216,RUS,Mercedes,12.0,10.0,UnitedStates,2022.0,23.0,90.173,0.0,10.487578,19.035,1.0,40.0,0.0,17.0,0.0,0.0,Mercedes,False,122.21825462579396,343,12663,47.417343275338304,10.334161833747585,22.75890637945319,63,race,0,0
1217,BOT,AlfaRomeo,5.0,6.0,UnitedStates,2022.0,32.0,89.475,0.0,10.562532,19.614,1.0,31.0,0.0,26.0,0.0,0.0,,False,122.260756697045,338,13131,40.30847832090583,2.3391328362330848,17.207953603976804,63,race,0,0
1218,VER,RedBullRacing,2.0,25.0,Spain,2022.0,24.0,79.073,0.0,3.877035,22.026667,3.0,0.0,0.0,37.0,29.0,0.0,RedBull,False,117.41027468611216,330,12627,35.535363780909044,25.03700860792807,13.830253851636604,64,race,0,0
1219,GAS,AlphaTauri,14.0,0.0,Spain,2022.0,25.0,80.719,0.0,4.409999,23.931,3.0,0.0,0.0,19.0,46.0,0.0,,False,115.8763090081693,332,12856,40.34615384615385,3.1662920116234443,15.623115302374032,64,race,0,0
1220,PER,RedBullRacing,5.0,18.0,Spain,2022.0,32.0,79.42,1.0,3.976502,21.781667,3.0,0.0,0.0,36.0,30.0,0.0,RedBull,False,117.37795383518834,330,12935,37.036076539283954,0.962223806129722,15.765666977356217,64,race,0,0
1221,ALO,Alpine,20.0,2.0,Spain,2022.0,40.0,81.043,0.0,4.129253,23.232,3.0,0.0,0.0,21.0,44.0,0.0,Renault,False,119.19244476122594,328,12284,38.82285213005099,0.7785514556719119,15.91644278743352,64,race,0,0
1222,LEC,Ferrari,1.0,0.0,Spain,2022.0,24.0,78.75,0.0,5.350596,21.794,1.0,0.0,0.0,6.0,21.0,0.0,Ferrari,False,52.75108284445419,305,12582,69.97491638795987,50.392017106201,61.55765118701684,64,race,1,0
1223,STR,AstonMartin,17.0,0.0,Spain,2022.0,23.0,81.418,0.0,4.786043,23.346333,3.0,0.0,0.0,19.0,46.0,0.0,Mercedes,False,115.43587916004168,326,12490,46.966390701244585,13.144909260376116,28.04704205274412,64,race,0,0
1224,MAG,HaasF1Team,8.0,0.0,Spain,2022.0,30.0,79.682,0.0,4.277008,26.755,2.0,35.0,0.0,28.0,1.0,0.0,Ferrari,False,117.6047754811119,331,12503,47.33757333187126,11.475409836065571,27.92916278304732,64,race,0,0
1225,TSU,AlphaTauri,13.0,1.0,Spain,2022.0,22.0,80.639,0.0,4.10662,22.733667,3.0,0.0,0.0,21.0,44.0,0.0,,False,115.961182082351,327,12894,38.91647020121717,2.568671528044301,16.03980481386041,64,race,0,0
1226,ALB,Williams,18.0,0.0,Spain,2022.0,26.0,81.645,0.0,4.733496,23.202,4.0,0.0,0.0,23.0,41.0,0.0,Mercedes,False,117.3687976314491,327,13277,44.05702066999287,11.069685838039366,26.994352760568013,64,race,0,0
1227,ZHO,AlfaRomeo,15.0,0.0,Spain,2022.0,22.0,80.476,0.0,5.24181,23.109,1.0,0.0,0.0,18.0,10.0,0.0,,False,54.34958056911015,334,12466,58.05935084160316,39.9802620757717,48.00701792861451,64,race,1,0
1228,RIC,McLaren,9.0,0.0,Spain,2022.0,33.0,80.287,0.0,4.081739,22.225667,3.0,0.0,0.0,17.0,48.0,0.0,Mercedes,False,119.25387905038652,324,12616,41.091123416854,4.545205329239542,18.413838477986733,64,race,0,0
1229,OCO,Alpine,12.0,6.0,Spain,2022.0,25.0,80.638,0.0,3.912943,22.374333,3.0,0.0,0.0,22.0,44.0,0.0,Renault,False,119.01894292450244,325,12254,38.4048467569494,22.78907834859368,15.228356817807995,64,race,0,0
1230,NOR,McLaren,11.0,4.0,Spain,2022.0,22.0,79.977,0.0,4.135419,22.474,3.0,0.0,0.0,21.0,45.0,0.0,Mercedes,False,119.1954054498602,325,12347,35.732880092110314,0.0164482701902516,14.951477602938755,64,race,0,0
1231,HAM,Mercedes,6.0,10.0,Spain,2022.0,36.0,79.512,0.0,4.792738,25.133333,3.0,0.0,0.0,27.0,39.0,0.0,Mercedes,False,121.29025714129064,337,13113,43.72898733483196,6.228411645375295,20.05318274028181,64,race,0,0
1232,MSC,HaasF1Team,10.0,0.0,Spain,2022.0,23.0,80.368,0.0,3.426544,23.3545,2.0,0.0,0.0,35.0,30.0,0.0,Ferrari,False,119.35742091123416,334,12970,46.68197269587149,10.282910247272328,26.48719776303525,64,race,0,0
1233,VET,AstonMartin,16.0,0.0,Spain,2022.0,35.0,80.954,0.0,3.406168,22.496,2.0,0.0,0.0,23.0,42.0,0.0,Mercedes,False,115.41435933987609,322,12548,48.03062119633752,13.172323044026538,28.40342124019957,64,race,0,0
1234,SAI,Ferrari,3.0,12.0,Spain,2022.0,28.0,79.166,0.0,4.385502,22.17,3.0,0.0,0.0,35.0,31.0,0.0,Ferrari,False,121.017407752618,329,12916,47.88809693513899,9.158945117605132,25.149405120894784,64,race,0,0
1235,LAT,Williams,19.0,0.0,Spain,2022.0,26.0,81.915,0.0,4.190584,22.753667,3.0,0.0,0.0,14.0,50.0,0.0,Mercedes,False,117.4872800043862,328,13026,34.783951971051046,0.8141893744174572,17.174735456987776,64,race,0,0
1236,RUS,Mercedes,4.0,15.0,Spain,2022.0,23.0,79.393,0.0,3.710059,22.336,3.0,0.0,0.0,38.0,28.0,0.0,Mercedes,False,119.5856954876912,328,12927,45.83461264323702,8.794341795054555,22.155819946268984,64,race,0,0
1237,BOT,AlfaRomeo,7.0,8.0,Spain,2022.0,32.0,79.608,0.0,3.346569,22.764,2.0,0.0,0.0,52.0,14.0,0.0,,False,120.97686276659904,323,12596,42.87430780196283,4.619222545095674,22.42721640440814,64,race,0,0
1238,VER,RedBullRacing,4.0,15.0,Monaco,2022.0,24.0,71.666,0.0,14.745302,409.838,3.0,8.0,22.0,34.0,0.0,0.0,RedBull,False,55.21974169406551,288,12690,15.051588527002234,8.197852900038146,12.822655355942672,65,street,0,0
1239,GAS,AlphaTauri,17.0,0.0,Monaco,2022.0,25.0,73.66,0.0,12.687198,411.238667,3.0,62.0,2.0,0.0,0.0,0.0,,False,56.08366787160996,289,12941,20.28767869793464,3.4222811574721623,16.804417721748923,65,street,0,0
1240,PER,RedBullRacing,3.0,25.0,Monaco,2022.0,32.0,71.629,0.0,14.744825,407.002333,3.0,8.0,22.0,34.0,0.0,0.0,RedBull,False,55.23997747543187,286,12896,20.93802110770013,4.684746871083177,19.25668925178471,65,street,0,0
1241,ALO,Alpine,7.0,6.0,Monaco,2022.0,40.0,72.247,0.0,14.461485,603.292,2.0,30.0,0.0,34.0,0.0,0.0,Renault,False,56.190677735191,280,12394,16.373980490817605,0.2434106555739223,13.489309912626474,65,street,0,0
1242,LEC,Ferrari,1.0,12.0,Monaco,2022.0,24.0,71.376,0.0,14.88976,410.188667,3.0,43.0,21.0,0.0,0.0,0.0,Ferrari,False,56.61146936477085,288,12747,33.22551815589181,14.486567001507694,29.994005558482133,65,street,0,0
1243,STR,AstonMartin,18.0,0.0,Monaco,2022.0,23.0,73.678,0.0,13.364463,315.024,4.0,62.0,1.0,0.0,0.0,1.0,Mercedes,False,56.13850792901128,289,13235,22.733301847377884,7.345915605529418,22.802492234473487,65,street,0,0
1244,MAG,HaasF1Team,13.0,0.0,Monaco,2022.0,30.0,72.921,0.0,8.812982,0.0,0.0,0.0,0.0,0.0,0.0,20.0,Ferrari,False,19.984450782002146,274,12769,48.88699569490109,41.81395433325461,48.46233492579608,65,street,1,0
1245,TSU,AlphaTauri,11.0,0.0,Monaco,2022.0,22.0,72.797,0.0,14.049176,312.69975,4.0,23.0,6.0,27.0,7.0,0.0,,False,55.374089480663386,288,12942,22.10708252347823,6.043486948465969,20.18673593576865,65,street,0,0
1246,ALB,Williams,16.0,0.0,Monaco,2022.0,26.0,73.611,0.0,14.14105,414.808333,3.0,22.0,0.0,27.0,0.0,0.0,Mercedes,False,43.35000272474615,291,13628,27.39803091678625,15.365751757461265,28.77876877804218,65,street,1,0
1247,ZHO,AlfaRomeo,20.0,0.0,Monaco,2022.0,22.0,75.606,0.0,12.836071,599.9145,2.0,29.0,0.0,34.0,0.0,0.0,,False,55.27449092659534,293,12731,27.00483188316289,10.902617572796135,25.0386005703802,65,street,0,0
1248,RIC,McLaren,14.0,0.0,Monaco,2022.0,33.0,72.964,0.0,14.165597,597.3645,2.0,64.0,0.0,0.0,0.0,0.0,Mercedes,False,55.36170096819313,290,13154,24.12535648762057,8.259613812646455,19.80163848068155,65,street,0,0
1249,OCO,Alpine,10.0,0.0,Monaco,2022.0,25.0,72.528,0.0,13.881176,605.68,2.0,30.0,0.0,34.0,0.0,0.0,Renault,False,56.13482043922908,284,12627,16.258287769522806,0.0326969537338104,15.84167408403117,65,street,0,0
1250,NOR,McLaren,5.0,8.0,Monaco,2022.0,22.0,71.849,1.0,15.741814,314.317,4.0,29.0,22.0,13.0,0.0,0.0,Mercedes,False,55.266752647545005,291,13217,24.21283900383281,8.363154166136855,20.97691231766907,65,street,0,0
1251,HAM,Mercedes,8.0,4.0,Monaco,2022.0,36.0,72.56,0.0,14.268395,411.861333,3.0,8.0,22.0,34.0,0.0,0.0,Mercedes,False,56.19663584676028,284,13372,23.06773718915188,6.354108008937168,20.904252420482823,65,street,0,0
1252,MSC,HaasF1Team,15.0,0.0,Monaco,2022.0,23.0,73.081,0.0,11.772624,32.2455,2.0,21.0,4.0,0.0,0.0,0.0,Ferrari,False,24.03385951208879,286,12999,45.72116764454778,38.053804653866415,45.693992843000125,65,street,0,1
1253,VET,AstonMartin,9.0,1.0,Monaco,2022.0,35.0,72.613,0.0,14.630549,406.531,3.0,58.0,6.0,0.0,0.0,0.0,Mercedes,False,56.02079889556956,289,13557,23.41218143176328,7.732829558046175,23.05135238233638,65,street,0,0
1254,SAI,Ferrari,2.0,18.0,Monaco,2022.0,28.0,71.601,0.0,14.616464,599.7295,2.0,64.0,0.0,0.0,0.0,0.0,Ferrari,False,56.00824689833064,290,12950,29.461335852209768,11.523859693738531,27.75789722257543,65,street,0,0
1255,LAT,Williams,19.0,0.0,Monaco,2022.0,26.0,74.403,0.0,12.020396,320.46825,4.0,1.0,1.0,61.0,0.0,0.0,Mercedes,False,56.115928865960655,293,13083,23.97137200050862,7.992588690487003,23.54907267806216,65,street,0,0
1256,RUS,Mercedes,6.0,10.0,Monaco,2022.0,23.0,72.112,0.0,15.904316,601.4485,2.0,30.0,0.0,34.0,0.0,0.0,Mercedes,False,56.181595248042726,285,13474,22.35735953933625,5.852754718352073,18.53735626964088,65,street,0,0
1257,BOT,AlfaRomeo,12.0,2.0,Monaco,2022.0,32.0,72.909,0.0,14.001403,606.282,2.0,64.0,0.0,0.0,0.0,0.0,,False,56.204628435450765,281,13029,20.759913534722347,4.385024795189914,20.677190241775808,65,street,0,0
1258,VER,RedBullRacing,3.0,25.0,Azerbaijan,2022.0,24.0,101.706,0.0,5.796559,21.095,2.0,33.0,0.0,18.0,0.0,0.0,RedBull,False,123.31595159515952,344,12526,48.20082508250825,9.367436743674368,25.7013201320132,66,race,0,0
1259,PER,RedBullRacing,2.0,18.0,Azerbaijan,2022.0,32.0,101.641,1.0,6.256956,22.864,2.0,35.0,0.0,16.0,0.0,0.0,RedBull,False,118.84782728272828,324,12625,48.22010451045104,9.57920792079208,23.93839383938393,66,race,0,0
1260,ALO,Alpine,10.0,6.0,Azerbaijan,2022.0,40.0,103.173,0.0,6.298893,20.571,1.0,33.0,0.0,18.0,0.0,0.0,Renault,False,123.00233773377336,346,12296,50.422249724972495,10.720572057205722,27.04070407040704,66,race,0,0
1261,LEC,Ferrari,1.0,0.0,Azerbaijan,2022.0,24.0,101.359,0.0,10.7379,23.212,1.0,12.0,0.0,9.0,0.0,0.0,Ferrari,False,52.951952695269526,323,12547,64.89290429042904,45.07700770077008,54.61771177117711,66,race,1,0
1262,STR,AstonMartin,19.0,0.0,Azerbaijan,2022.0,23.0,105.371,0.0,6.567509,22.059,1.0,30.0,0.0,16.0,0.0,0.0,Mercedes,False,110.0014301430143,337,12592,39.44240924092409,5.374037403740374,22.23047304730473,66,race,1,0
1263,MAG,HaasF1Team,16.0,0.0,Azerbaijan,2022.0,30.0,104.643,0.0,6.54482,21.555,1.0,22.0,0.0,9.0,0.0,0.0,Ferrari,False,78.24801980198019,345,13071,61.51135863586359,34.936743674367435,46.3998899889989,66,race,1,0
1264,TSU,AlphaTauri,8.0,0.0,Azerbaijan,2022.0,22.0,103.056,0.0,8.596855,32.2915,2.0,29.0,0.0,9.0,12.0,0.0,,False,118.86248624862486,342,13047,40.05162266226623,1.6941694169416943,16.523652365236526,66,race,0,0
1265,ALB,Williams,17.0,0.0,Azerbaijan,2022.0,26.0,104.719,0.0,7.189897,23.5585,2.0,41.0,0.0,9.0,0.0,0.0,Mercedes,False,119.03140814081408,341,13204,51.04744224422442,13.536853685368536,30.184268426842685,66,race,0,0
1266,ZHO,AlfaRomeo,14.0,0.0,Azerbaijan,2022.0,23.0,103.777,0.0,9.338761,23.001,1.0,14.0,0.0,9.0,0.0,0.0,,False,59.42684268426843,340,12630,54.21284378437844,33.976897689768975,43.05555555555556,66,race,1,0
1267,RIC,McLaren,12.0,4.0,Azerbaijan,2022.0,33.0,103.574,0.0,5.893494,21.794,1.0,33.0,0.0,18.0,0.0,0.0,Mercedes,False,121.00632563256326,338,12734,50.47186468646865,11.905940594059404,25.079757975797577,66,race,0,0
1268,OCO,Alpine,13.0,1.0,Azerbaijan,2022.0,25.0,103.585,0.0,6.502234,22.638,1.0,33.0,0.0,18.0,0.0,0.0,Renault,False,122.53360836083608,333,12322,51.17057205720572,11.08085808580858,27.623762376237625,66,race,0,0
1269,NOR,McLaren,11.0,2.0,Azerbaijan,2022.0,22.0,103.398,0.0,8.426479,21.443,1.0,31.0,0.0,20.0,0.0,0.0,Mercedes,False,123.39573707370737,343,12762,50.719169416941696,11.523652365236524,26.89218921892189,66,race,0,0
1270,HAM,Mercedes,7.0,12.0,Azerbaijan,2022.0,36.0,102.924,0.0,6.788381,21.1505,2.0,42.0,0.0,9.0,0.0,0.0,Mercedes,False,123.43795379537954,339,12756,45.8729097909791,4.9202420242024205,20.98184818481848,66,race,0,0
1271,MSC,HaasF1Team,20.0,0.0,Azerbaijan,2022.0,23.0,105.775,0.0,7.179659,24.602,2.0,36.0,0.0,14.0,0.0,0.0,Ferrari,False,121.1236798679868,330,12523,48.779125412541255,9.697469746974695,25.51980198019802,66,race,0,0
1272,VET,AstonMartin,9.0,8.0,Azerbaijan,2022.0,35.0,103.091,0.0,6.734575,20.249,1.0,42.0,0.0,9.0,0.0,0.0,Mercedes,False,122.82117711771176,341,12945,50.01284378437844,11.375137513751374,27.34048404840484,66,race,0,0
1273,SAI,Ferrari,4.0,0.0,Azerbaijan,2022.0,28.0,101.814,0.0,0.143536,0.0,0.0,0.0,0.0,8.0,0.0,0.0,Ferrari,False,26.998652365236524,324,12315,71.0229097909791,59.68921892189218,65.42629262926293,66,race,1,0
1274,LAT,Williams,18.0,0.0,Azerbaijan,2022.0,26.0,105.367,0.0,7.282223,25.732,2.0,33.0,0.0,17.0,0.0,0.0,Mercedes,False,120.76353135313532,337,13169,48.32967546754676,10.596809680968097,27.17821782178218,66,race,0,0
1275,RUS,Mercedes,5.0,15.0,Azerbaijan,2022.0,23.0,102.712,0.0,6.273156,20.5325,2.0,42.0,0.0,9.0,0.0,0.0,Mercedes,False,123.9210396039604,317,12774,49.079730473047306,7.211221122112212,22.32123212321232,66,race,0,0
1276,BOT,AlfaRomeo,15.0,0.0,Azerbaijan,2022.0,32.0,104.444,0.0,4.384692,20.979,1.0,33.0,0.0,17.0,0.0,0.0,,False,121.47508250825082,333,12561,39.92145214521452,0.704070407040704,18.86963696369637,66,race,0,0
1277,VER,RedBullRacing,1.0,25.0,Canada,2022.0,24.0,81.299,0.0,14.214135,23.9605,2.0,61.0,0.0,9.0,0.0,0.0,RedBull,False,118.67677769512632,333,12388,37.42513155357192,29.17596495578147,14.667878888062374,67,street,0,0
1278,GAS,AlphaTauri,15.0,0.0,Canada,2022.0,25.0,94.492,0.0,9.735836,23.585,2.0,65.0,0.0,5.0,0.0,0.0,,False,118.9780698129322,340,12791,42.27354877813593,3.542992533818222,17.72598286359754,67,street,0,0
1279,PER,RedBullRacing,13.0,0.0,Canada,2022.0,32.0,93.127,0.0,0.808836,0.0,0.0,7.0,0.0,0.0,0.0,0.0,RedBull,False,18.27082127999559,341,12971,62.21957737554068,54.563738049976585,57.77887979722842,67,street,1,0
1280,ALO,Alpine,2.0,2.0,Canada,2022.0,40.0,81.944,0.0,11.885979,24.459,2.0,21.0,0.0,49.0,0.0,0.0,Renault,False,118.72311761302586,335,12361,53.19891451084112,12.733834752183377,27.08763809681241,67,street,0,0
1281,LEC,Ferrari,19.0,10.0,Canada,2022.0,24.0,93.008,0.0,11.274579,26.199,1.0,41.0,0.0,29.0,0.0,0.0,Ferrari,False,118.83734192908504,344,12761,49.9907430366146,10.485715072871036,28.338430173292554,67,street,0,0
1282,STR,AstonMartin,17.0,1.0,Canada,2022.0,23.0,95.532,0.0,10.211852,25.252,1.0,47.0,0.0,23.0,0.0,0.0,Mercedes,False,118.51252169600794,334,13233,48.78083588175331,11.06703033308538,27.3521227649668,67,street,0,0
1283,MAG,HaasF1Team,5.0,0.0,Canada,2022.0,30.0,82.96,0.0,10.448641,38.262,1.0,63.0,0.0,7.0,0.0,0.0,Ferrari,False,118.7873377965121,331,12474,50.04768989172659,10.885197123729236,27.3521227649668,67,street,0,0
1284,TSU,AlphaTauri,20.0,0.0,Canada,2022.0,22.0,96.575,0.0,7.626848,23.349,2.0,38.0,0.0,9.0,0.0,0.0,,False,81.18847287654627,339,12772,49.52282557787145,22.90271923299446,32.69140700333361,67,street,0,1
1285,ALB,Williams,12.0,0.0,Canada,2022.0,26.0,86.858,0.0,9.791819,23.667,2.0,52.0,0.0,18.0,0.0,0.0,Mercedes,False,118.65732705182246,334,13174,46.80039672700223,11.006419263299998,27.448549466898093,67,street,0,0
1286,ZHO,AlfaRomeo,10.0,4.0,Canada,2022.0,23.0,84.03,0.0,10.980692,24.1305,2.0,51.0,0.0,19.0,0.0,0.0,,False,120.40485439568008,337,12602,39.75017219053916,1.242526930600325,18.086894233683225,67,street,0,0
1287,RIC,McLaren,9.0,0.0,Canada,2022.0,33.0,83.749,0.0,10.639072,26.385,2.0,51.0,0.0,19.0,0.0,0.0,Mercedes,False,118.72981238118852,335,12686,37.45543708846461,0.3967270022315894,12.736589800809984,67,street,0,0
1288,OCO,Alpine,7.0,8.0,Canada,2022.0,25.0,83.529,0.0,11.964609,24.8145,2.0,30.0,0.0,40.0,0.0,0.0,Renault,False,118.70176598616966,329,12316,50.74794060115161,11.102845965231287,25.46215940711354,67,street,0,0
1289,NOR,McLaren,14.0,0.0,Canada,2022.0,22.0,94.066,0.0,10.455742,33.583,2.0,42.0,0.0,28.0,0.0,0.0,Mercedes,False,116.9827809460837,334,12744,49.066617075791385,12.863322037633964,28.613935035953386,67,street,0,0
1290,HAM,Mercedes,4.0,15.0,Canada,2022.0,36.0,82.891,0.0,13.230621,23.843,2.0,61.0,0.0,9.0,0.0,0.0,Mercedes,False,119.02066286469956,332,13073,48.73309088905419,9.204617461498197,23.85321100917432,67,street,0,0
1291,MSC,HaasF1Team,6.0,0.0,Canada,2022.0,23.0,83.356,0.0,8.44539,0.0,0.0,0.0,0.0,18.0,0.0,0.0,Ferrari,False,35.934264539769124,331,12779,68.57687963192551,54.75383640521255,60.63311017439458,67,street,1,0
1292,VET,AstonMartin,16.0,0.0,Canada,2022.0,35.0,94.512,0.0,10.263816,23.5435,2.0,65.0,0.0,5.0,0.0,0.0,Mercedes,False,118.51398187178005,333,13016,37.70653222029369,0.0495908752789486,15.535719205443977,67,street,0,0
1293,SAI,Ferrari,3.0,18.0,Canada,2022.0,28.0,82.096,1.0,14.282062,24.548,2.0,50.0,0.0,20.0,0.0,0.0,Ferrari,False,118.70529244841173,333,12768,48.049949031600406,7.774747224288508,23.60525663277957,67,street,0,0
1294,LAT,Williams,18.0,0.0,Canada,2022.0,26.0,95.66,0.0,8.608039,27.027,2.0,61.0,0.0,9.0,0.0,0.0,Mercedes,False,118.81951676447088,340,13377,48.55456373804998,11.98446152574593,28.233738325481443,67,street,0,0
1295,RUS,Mercedes,8.0,12.0,Canada,2022.0,23.0,83.557,0.0,12.585013,24.01,2.0,51.0,0.0,19.0,0.0,0.0,Mercedes,False,119.19822574868446,308,13131,48.3097225666033,8.689423368322451,22.472931647243573,67,street,0,0
1296,BOT,AlfaRomeo,11.0,6.0,Canada,2022.0,32.0,86.788,0.0,11.34741,26.089,1.0,49.0,0.0,21.0,0.0,0.0,,False,120.53571920544398,336,12840,39.69275697716065,0.5813152602143429,16.825081962696643,67,street,0,0
1297,VER,RedBullRacing,2.0,6.0,GreatBritain,2022.0,24.0,99.129,0.0,9.468275,781.18075,4.0,16.0,0.0,22.0,14.0,0.0,RedBull,False,98.59482872345104,328,12871,29.751857877841783,23.268545798337804,9.839057209445496,68,race,0,0
1298,GAS,AlphaTauri,11.0,0.0,GreatBritain,2022.0,26.0,101.68,0.0,8.531686,1539.291,2.0,10.0,0.0,1.0,15.0,0.0,,False,50.99755947407765,317,12798,40.5571874587749,22.87278483795788,27.11182445802735,68,race,1,0
1299,PER,RedBullRacing,4.0,18.0,GreatBritain,2022.0,32.0,100.521,0.0,11.540406,1033.409667,3.0,0.0,0.0,39.0,13.0,0.0,RedBull,False,97.1423859988567,333,12801,36.50518886592498,6.417923574161207,14.700321006112308,68,race,0,0
1300,ALO,Alpine,7.0,10.0,GreatBritain,2022.0,40.0,101.598,0.0,11.692789,1037.758,3.0,6.0,0.0,33.0,13.0,0.0,Renault,False,95.7592674024889,323,12317,38.5726001495097,7.76131216745086,16.33393430368058,68,race,0,0
1301,LEC,Ferrari,3.0,12.0,GreatBritain,2022.0,24.0,99.846,0.0,8.866522,1532.5825,2.0,27.0,0.0,25.0,0.0,0.0,Ferrari,False,97.28004485290884,326,12567,48.43032408425311,15.368717294753967,27.087639066004133,68,race,0,0
1302,STR,AstonMartin,20.0,0.0,GreatBritain,2022.0,23.0,103.43,0.0,10.04969,1042.476333,3.0,25.0,0.0,27.0,0.0,0.0,Mercedes,False,97.31977485598698,330,13264,40.00380370256365,9.685150169297744,19.43626049865881,68,race,0,0
1303,MAG,HaasF1Team,17.0,1.0,GreatBritain,2022.0,30.0,102.159,0.0,8.390025,1546.543,2.0,0.0,0.0,51.0,1.0,0.0,Ferrari,False,97.36634272899168,327,12623,43.60944989226507,12.910601996394178,22.27474605338376,68,race,0,0
1304,TSU,AlphaTauri,13.0,0.0,GreatBritain,2022.0,22.0,101.893,0.0,10.967419,1025.356,3.0,20.0,0.0,1.0,31.0,0.0,,False,97.20845609252012,324,12763,30.891231696055584,1.0817466250384769,8.832065432478784,68,race,0,0
1305,RIC,McLaren,14.0,0.0,GreatBritain,2022.0,33.0,101.933,0.0,9.34557,788.38,4.0,12.0,0.0,20.0,20.0,0.0,Mercedes,False,95.63363528428827,323,12648,37.61674948331208,8.566026120223386,15.61057121498615,68,race,0,0
1306,OCO,Alpine,15.0,0.0,GreatBritain,2022.0,25.0,101.73,0.0,6.414614,1490.551,2.0,15.0,0.0,1.0,21.0,0.0,Renault,False,69.29552350380371,326,13066,44.6151004793105,21.854799700980607,28.782815179631505,68,race,1,0
1307,NOR,McLaren,6.0,8.0,GreatBritain,2022.0,22.0,101.515,0.0,8.960861,1033.607,3.0,6.0,0.0,34.0,12.0,0.0,Mercedes,False,97.28993887691834,324,13282,39.254430324084254,9.30258124093048,18.15663339343037,68,race,0,0
1308,HAM,Mercedes,5.0,15.0,GreatBritain,2022.0,37.0,100.428,1.0,8.444958,1035.240333,3.0,6.0,0.0,33.0,13.0,0.0,Mercedes,False,97.62991952860472,327,13119,37.73921551382965,6.312387318059892,15.22360494261466,68,race,0,0
