,Abbreviation,TeamName,GridPosition,Points,RaceCountry,Year,AgeAtGP,BestQualiTime,FLap,SDLapTime,AvgPitTime,PitstopNo,HARD,INTERMEDIATE,MEDIUM,SOFT,WET,Engine,Rain,AverageSpeed,MaxSpeed,MaxRPM,AverageThrottle,MaxThrottlePct,Brake,raceID,CircuitType,carIssue,driverIssue
96,GRO,HaasF1Team,7.0,1.0,Spain,2019.0,33.0,76.911,0.0,12.851566,22.5555,2.0,0.0,0.0,20.0,46.0,0.0,Ferrari,False,143.35321327248056,328,12659,44.60925743184902,34.10941161958801,14.761934130997902,5,race,0,0
97,KUB,Williams,17.0,0.0,Spain,2019.0,34.0,80.254,0.0,10.414959,22.048,2.0,0.0,0.0,52.0,13.0,0.0,Mercedes,False,140.29539287035894,336,12896,45.29360429258665,27.10928826939682,16.741704699642284,5,race,0,0
98,GIO,AlfaRomeoRacing,18.0,0.0,Spain,2019.0,25.0,78.664,0.0,7.877992,22.944,2.0,35.0,0.0,0.0,31.0,0.0,Ferrari,False,143.14962378191686,339,12756,53.34001480202294,7.826569631182928,23.28234858764031,5,race,0,0
99,GAS,RedBullRacing,8.0,10.0,Monaco,2019.0,22.0,71.041,1.0,7.123647,24.0095,2.0,0.0,0.0,35.0,43.0,0.0,Honda,True,113.04666496872966,285,12684,34.6329343181368,20.239409117921724,19.15272943373801,6,street,0,0
100,PER,RacingPoint,16.0,0.0,Monaco,2019.0,29.0,72.233,0.0,6.68404,28.463,1.0,66.0,0.0,11.0,0.0,0.0,Mercedes,True,111.379743611512,296,13184,33.99818886719303,0.4527832017432153,25.93881766986445,6,street,0,0
101,LEC,Ferrari,15.0,0.0,Monaco,2019.0,21.0,72.149,0.0,12.724992,25.8345,2.0,7.0,0.0,9.0,1.0,0.0,Ferrari,True,25.380054899963213,296,12889,70.44573676316608,59.69946514984294,66.34971842544641,6,street,1,0
102,STR,RacingPoint,17.0,0.0,Monaco,2019.0,20.0,72.846,0.0,5.966946,24.591,1.0,37.0,0.0,40.0,0.0,0.0,Mercedes,True,111.63149107168124,296,13429,33.167303393044115,3.874126269915386,20.47995019384781,6,street,0,0
103,MAG,HaasF1Team,5.0,0.0,Monaco,2019.0,27.0,71.109,0.0,7.173303,25.419,1.0,0.0,0.0,66.0,11.0,0.0,Ferrari,True,111.65011178085292,291,12325,33.1286753261454,0.707473752723774,23.587174915810625,6,street,0,0
104,ALB,ToroRosso,10.0,4.0,Monaco,2019.0,23.0,71.429,0.0,6.472763,25.062,1.0,0.0,0.0,38.0,40.0,0.0,Honda,True,113.00840478818236,292,13228,34.616803916574696,19.662110535699124,23.3721028949826,6,street,0,0
105,KVY,ToroRosso,7.0,6.0,Monaco,2019.0,25.0,71.271,0.0,6.473448,24.023,1.0,0.0,0.0,46.0,32.0,0.0,Honda,True,112.87865410193282,293,12813,34.826951920083765,0.5546594221354388,19.251775759119337,6,street,0,0
106,HUL,Renault,11.0,0.0,Monaco,2019.0,31.0,71.67,0.0,6.280501,25.532,1.0,68.0,0.0,9.0,0.0,0.0,Renault,True,111.73608399128392,291,12321,35.0967258114724,0.5263604720264878,21.945835809491467,6,street,0,0
107,RIC,Renault,6.0,2.0,Monaco,2019.0,30.0,71.218,0.0,7.273639,24.269,1.0,0.0,0.0,67.0,11.0,0.0,Renault,True,113.2308062370886,290,12232,35.194187395647624,0.1160256954466989,17.14916376602428,6,street,0,0
108,VER,RedBullRacing,3.0,12.0,Monaco,2019.0,21.0,70.618,0.0,8.248897,24.011,1.0,67.0,0.0,0.0,11.0,0.0,Honda,True,112.93409174519626,295,12888,37.67770325720916,0.9904632538132836,22.18920678042845,6,street,0,0
109,NOR,McLaren,12.0,0.0,Monaco,2019.0,19.0,71.724,0.0,6.080128,25.026,1.0,0.0,0.0,47.0,31.0,0.0,Renault,True,112.95395760817274,296,12426,34.79310637575346,3.390214223052325,20.774259274980896,6,street,0,0
110,HAM,Mercedes,1.0,25.0,Monaco,2019.0,33.0,70.166,0.0,8.389065,24.266,1.0,0.0,0.0,67.0,11.0,0.0,Mercedes,True,113.17876446783823,294,13098,35.877974927130204,0.3339276112856213,21.300619747007385,6,street,0,0
111,VET,Ferrari,4.0,18.0,Monaco,2019.0,32.0,70.947,0.0,8.17787,24.483,1.0,67.0,0.0,0.0,11.0,0.0,Ferrari,True,113.12697738913886,296,12871,46.46393298808614,8.922658969352238,30.63927328296121,6,street,0,0
112,SAI,McLaren,9.0,8.0,Monaco,2019.0,25.0,71.417,0.0,6.51801,23.795,1.0,0.0,0.0,48.0,30.0,0.0,Renault,True,112.49987265472453,294,12121,34.035486883436626,0.1754534906754959,21.09403741121204,6,street,0,0
113,RUS,Williams,19.0,0.0,Monaco,2019.0,20.0,73.477,0.0,6.152818,26.165,1.0,67.0,0.0,10.0,0.0,0.0,Mercedes,True,111.69957834564336,290,12626,34.8033505956929,0.44429351671053,23.397571950080653,6,street,0,0
114,RAI,AlfaRomeoRacing,14.0,0.0,Monaco,2019.0,39.0,71.993,0.0,6.029244,26.299,1.0,0.0,0.0,31.0,46.0,0.0,Ferrari,True,111.71273735744404,291,13027,42.625067210006506,8.619860203186462,31.94668477799474,6,street,0,0
115,BOT,Mercedes,2.0,15.0,Monaco,2019.0,29.0,70.252,0.0,8.680286,24.903,2.0,66.0,0.0,1.0,11.0,0.0,Mercedes,True,113.13764609332992,292,13344,34.06200299968871,0.3678863514163624,21.343068172170813,6,street,0,0
116,GRO,HaasF1Team,13.0,1.0,Monaco,2019.0,33.0,71.837,0.0,6.283864,24.219,1.0,0.0,0.0,28.0,50.0,0.0,Ferrari,True,113.240003395874,288,13045,31.96083425304921,17.35291620680873,20.73464074482837,6,street,0,0
117,KUB,Williams,20.0,0.0,Monaco,2019.0,34.0,73.751,0.0,6.520567,23.946,1.0,56.0,0.0,21.0,0.0,0.0,Mercedes,True,111.55805529614852,295,12705,34.86504230693041,19.594193055437643,26.29821433624813,6,street,0,0
118,GIO,AlfaRomeoRacing,18.0,0.0,Monaco,2019.0,25.0,71.976,0.0,7.046792,35.651,1.0,0.0,0.0,32.0,44.0,0.0,Ferrari,True,110.36324532359848,296,12818,43.35651017347256,9.50844723660752,32.17024648385545,6,street,0,0
119,GAS,RedBullRacing,5.0,4.0,Canada,2019.0,22.0,71.079,0.0,2.151928,23.485,1.0,62.0,0.0,0.0,7.0,0.0,Honda,False,146.0579612305912,335,12632,46.77587038287202,35.52255119426496,15.051274632719323,7,street,0,0
120,PER,RacingPoint,15.0,0.0,Canada,2019.0,29.0,72.197,0.0,2.387334,24.076,1.0,58.0,0.0,11.0,0.0,0.0,Mercedes,False,146.0363905230334,336,13250,47.798405503584405,0.5111389719355772,16.822580126659595,7,street,0,0
121,LEC,Ferrari,3.0,15.0,Canada,2019.0,21.0,70.92,0.0,2.351712,23.732,1.0,37.0,0.0,33.0,0.0,0.0,Ferrari,False,148.49390812357348,330,12233,57.53293470922944,6.776609766290545,22.84051821133507,7,street,0,0
122,STR,RacingPoint,17.0,2.0,Canada,2019.0,20.0,72.266,0.0,2.113704,23.727,1.0,45.0,0.0,24.0,0.0,0.0,Mercedes,False,146.0433342977465,339,13122,46.00974057286141,1.803452599093452,14.794097791493876,7,street,0,0
123,MAG,HaasF1Team,0.0,0.0,Canada,2019.0,27.0,71.786,0.0,2.186537,24.381,1.0,39.0,0.0,29.0,0.0,0.0,Ferrari,False,142.1935577201273,332,12743,63.60021860031504,19.58401645931784,34.10164914649435,7,street,0,0
124,ALB,ToroRosso,13.0,0.0,Canada,2019.0,23.0,72.02,0.0,1.097808,37.95,1.0,59.0,0.0,1.0,0.0,0.0,Honda,False,125.527598289774,331,12607,50.92384350789212,9.145851416079982,23.939949207573857,7,street,1,0
125,KVY,ToroRosso,10.0,1.0,Canada,2019.0,25.0,71.921,0.0,2.275333,23.825,1.0,57.0,0.0,12.0,0.0,0.0,Honda,False,146.09261580994632,332,12519,50.0419519722249,1.6941524415726363,16.09284083968239,7,street,0,0
126,HUL,Renault,7.0,6.0,Canada,2019.0,31.0,71.324,0.0,2.158843,24.03,1.0,53.0,0.0,0.0,16.0,0.0,Renault,False,146.2863985598097,329,12342,49.10441379753753,0.8872601022277944,14.340823608834024,7,street,0,0
127,RIC,Renault,4.0,8.0,Canada,2019.0,30.0,71.071,0.0,2.148049,23.927,1.0,61.0,0.0,0.0,8.0,0.0,Renault,False,146.14832674317677,334,12237,49.084771916288936,0.707236313369981,13.550004822065771,7,street,0,0
128,VER,RedBullRacing,9.0,10.0,Canada,2019.0,21.0,71.619,0.0,2.123788,23.426,1.0,48.0,0.0,22.0,0.0,0.0,Honda,False,148.05786478927573,333,12655,46.99585302343524,36.40981129649275,14.520847397691838,7,street,0,0
129,NOR,McLaren,8.0,0.0,Canada,2019.0,19.0,71.735,0.0,3.051529,0.0,0.0,0.0,0.0,0.0,8.0,0.0,Renault,False,18.64223486675025,316,12043,50.24168193654162,42.379528723438455,44.85485582023338,7,street,1,0
130,HAM,Mercedes,2.0,25.0,Canada,2019.0,33.0,70.446,0.0,2.287589,23.662,1.0,42.0,0.0,28.0,0.0,0.0,Mercedes,False,148.32172822837305,331,12993,48.58195904458803,0.1671649467965409,15.527051788986402,7,street,0,0
131,VET,Ferrari,1.0,18.0,Canada,2019.0,32.0,70.24,0.0,2.256919,23.782,1.0,44.0,0.0,26.0,0.0,0.0,Ferrari,False,148.3369981033208,327,12924,57.37216703635838,7.4742019481145725,22.79229755360529,7,street,0,0
132,SAI,McLaren,11.0,0.0,Canada,2019.0,25.0,71.572,0.0,2.340848,24.727,1.0,65.0,0.0,0.0,4.0,0.0,Renault,False,145.99627093580224,335,12214,49.785514514417976,0.6847333397627543,16.03497605040666,7,street,0,0
133,RUS,Williams,18.0,0.0,Canada,2019.0,20.0,73.617,0.0,2.602962,23.686,1.0,59.0,0.0,9.0,0.0,0.0,Mercedes,False,144.04632397852572,332,12744,47.743755424824,0.9258366284116116,17.947728807020926,7,street,0,0
134,RAI,AlfaRomeoRacing,16.0,0.0,Canada,2019.0,39.0,72.23,0.0,3.333469,25.004,2.0,52.0,0.0,6.0,11.0,0.0,Ferrari,False,146.29430674767738,334,12956,56.03822290802713,6.535506477641688,21.850387372617096,7,street,0,0
135,BOT,Mercedes,6.0,12.0,Canada,2019.0,29.0,71.095,1.0,2.948002,23.725,2.0,37.0,0.0,30.0,3.0,0.0,Mercedes,False,147.92477577394155,338,13213,49.07323110553895,0.3761211302922171,15.449898736618769,7,street,0,0
136,GRO,HaasF1Team,14.0,0.0,Canada,2019.0,33.0,72.109,0.0,2.502981,24.071,1.0,35.0,0.0,34.0,0.0,0.0,Ferrari,False,146.54171086893626,331,12805,45.24618253126306,36.87594432121388,14.977336290867008,7,street,0,0
137,KUB,Williams,19.0,0.0,Canada,2019.0,34.0,74.393,0.0,3.361899,24.1645,2.0,58.0,0.0,9.0,0.0,0.0,Mercedes,False,141.97502169929598,331,12687,47.8569775291735,0.3921946828688076,17.50409875590703,7,street,0,0
138,GIO,AlfaRomeoRacing,12.0,0.0,Canada,2019.0,25.0,72.122,0.0,2.551945,23.884,1.0,33.0,0.0,36.0,0.0,0.0,Ferrari,False,146.3516893303758,330,12653,56.83090622689427,7.67994342109493,22.477255923104124,7,street,0,0
139,GAS,RedBullRacing,9.0,1.0,France,2019.0,22.0,90.184,0.0,3.375346,30.228,1.0,35.0,0.0,0.0,17.0,0.0,Honda,False,154.8482028346871,332,12883,46.61235160643231,0.0032885001150975,12.943536453023777,8,race,0,0
140,PER,RacingPoint,14.0,0.0,France,2019.0,29.0,90.738,0.0,4.138827,37.286,1.0,34.0,0.0,18.0,0.0,0.0,Mercedes,False,154.51442007300471,336,13283,46.02479529086784,33.89128218619488,15.544740044065902,8,race,0,0
141,LEC,Ferrari,3.0,15.0,France,2019.0,21.0,88.965,0.0,3.37162,30.203,1.0,32.0,0.0,21.0,0.0,0.0,Ferrari,False,157.61346969647144,333,12155,54.68663882403236,4.166529645828538,18.751027656285967,8,race,0,0
142,STR,RacingPoint,17.0,0.0,France,2019.0,20.0,91.726,0.0,3.558107,30.849,1.0,39.0,0.0,13.0,0.0,0.0,Mercedes,False,154.66953862343385,341,13267,44.62077016672696,8.000920780032228,14.068203492387122,8,race,0,0
143,MAG,HaasF1Team,15.0,0.0,France,2019.0,27.0,91.166,0.0,3.387573,30.832,1.0,36.0,0.0,16.0,0.0,0.0,Ferrari,False,154.64365812752803,341,12733,48.88838830609359,2.545299089085468,18.18869413660429,8,race,0,0
144,ALB,ToroRosso,11.0,0.0,France,2019.0,23.0,90.461,0.0,3.430919,30.279,1.0,27.0,0.0,25.0,0.0,0.0,Honda,False,153.9746456641126,339,12431,47.74741030615936,0.006577000230195,15.222467032786346,8,race,0,0
145,KVY,ToroRosso,19.0,0.0,France,2019.0,25.0,91.564,0.0,3.566297,30.233,1.0,32.0,0.0,20.0,0.0,0.0,Honda,False,154.6005458910191,346,12568,47.49505080732678,0.006577000230195,12.982998454404946,8,race,0,0
146,HUL,Renault,13.0,4.0,France,2019.0,31.0,90.544,0.0,3.341129,30.884,1.0,34.0,0.0,18.0,0.0,0.0,Renault,False,154.90907297181755,338,12344,48.24821598868756,0.2597915090927028,12.831727449110462,8,race,0,0
147,RIC,Renault,8.0,0.0,France,2019.0,30.0,89.918,0.0,3.313181,31.031,1.0,36.0,0.0,16.0,0.0,0.0,Renault,False,154.63573284225066,337,12311,48.41329869446545,38.712223354927815,11.762964911703772,8,race,0,0
148,VER,RedBullRacing,4.0,12.0,France,2019.0,21.0,89.409,0.0,3.35383,30.118,1.0,33.0,0.0,20.0,0.0,0.0,Honda,False,157.09944424348055,330,12749,48.09464303331251,0.0032885001150975,13.38419546844684,8,race,0,0
149,NOR,McLaren,5.0,2.0,France,2019.0,19.0,89.418,0.0,3.199033,30.576,1.0,34.0,0.0,18.0,0.0,0.0,Renault,False,154.3826169883916,339,12239,47.82873491400572,0.0032885001150975,13.423657469828012,8,race,0,0
150,HAM,Mercedes,1.0,25.0,France,2019.0,33.0,88.319,0.0,3.17159,30.186,1.0,29.0,0.0,24.0,0.0,0.0,Mercedes,False,157.36702949784603,330,13111,48.140484724916966,0.006577000230195,12.17402742609096,8,race,0,0
151,VET,Ferrari,7.0,10.0,France,2019.0,32.0,89.506,1.0,4.463512,30.256,2.0,26.0,0.0,25.0,2.0,0.0,Ferrari,False,157.40175605906146,343,12575,57.29455095530928,6.593442730770496,20.43473971521589,8,race,0,0
152,SAI,McLaren,6.0,8.0,France,2019.0,25.0,89.522,0.0,3.128743,29.92,1.0,34.0,0.0,19.0,0.0,0.0,Renault,False,156.19898714196455,325,12199,48.79538952283863,0.0032885001150975,13.46640797132428,8,race,0,0
153,RUS,Williams,20.0,0.0,France,2019.0,20.0,92.789,0.0,5.094299,34.722,2.0,8.0,0.0,43.0,0.0,0.0,Mercedes,False,151.4804169818146,338,12818,46.50606728271236,0.006577000230195,15.094215528297545,8,race,0,0
154,RAI,AlfaRomeoRacing,12.0,6.0,France,2019.0,39.0,90.533,0.0,3.12977,29.975,1.0,31.0,0.0,21.0,0.0,0.0,Ferrari,False,154.53000756355027,342,12676,55.61310796145878,6.876253740668881,21.46075175112631,8,race,0,0
155,BOT,Mercedes,2.0,18.0,France,2019.0,29.0,88.605,0.0,3.507236,30.412,1.0,30.0,0.0,23.0,0.0,0.0,Mercedes,False,157.58831267059094,317,12911,48.30372587063041,0.006577000230195,13.01917195567102,8,race,0,0
156,GRO,HaasF1Team,16.0,0.0,France,2019.0,33.0,91.626,0.0,3.40715,30.837,1.0,31.0,0.0,14.0,0.0,0.0,Ferrari,False,132.0935907132757,333,12878,49.0337400111809,8.934854812719918,21.69423525929823,8,race,0,1
157,KUB,Williams,18.0,0.0,France,2019.0,34.0,93.205,0.0,3.243212,29.792,1.0,27.0,0.0,24.0,0.0,0.0,Mercedes,False,151.67516195863067,332,12633,48.350981617284354,0.5557565194514782,15.73218455062646,8,race,0,0
158,GIO,AlfaRomeoRacing,10.0,0.0,France,2019.0,25.0,90.408,0.0,4.631917,31.2695,2.0,27.0,0.0,18.0,7.0,0.0,Ferrari,False,154.2785688447499,337,12955,55.98750369956263,7.510934262882698,21.64819625768687,8,race,0,0
159,GAS,RedBullRacing,8.0,6.0,Austria,2019.0,22.0,63.988,0.0,2.318797,22.239,1.0,45.0,0.0,0.0,25.0,0.0,Honda,False,157.4912475594156,326,12752,48.99861980744631,41.10954016023699,12.889651922170604,9,race,0,0
160,PER,RacingPoint,13.0,0.0,Austria,2019.0,29.0,64.789,0.0,2.230237,22.33,1.0,42.0,0.0,28.0,0.0,0.0,Mercedes,False,157.7346327341278,329,13412,49.60620750016832,0.2928701272470208,15.316771022689018,9,race,0,0
161,LEC,Ferrari,1.0,18.0,Austria,2019.0,21.0,63.003,0.0,2.258417,21.878,1.0,49.0,0.0,0.0,22.0,0.0,Ferrari,False,160.33952736820845,323,12650,55.4613546084966,2.753652460782334,17.259139567764088,9,race,0,0
162,STR,RacingPoint,14.0,0.0,Austria,2019.0,20.0,64.832,0.0,2.2768,21.982,1.0,45.0,0.0,25.0,0.0,0.0,Mercedes,False,157.7247020803878,329,13344,47.55830471958527,13.43836262034606,13.754797010704907,9,race,0,0
163,MAG,HaasF1Team,10.0,0.0,Austria,2019.0,27.0,64.072,0.0,3.687379,20.592,3.0,51.0,0.0,0.0,18.0,0.0,Ferrari,False,155.73241096074867,314,12986,50.159294418635966,1.487914899346933,15.111425301285935,9,race,0,0
164,ALB,ToroRosso,18.0,0.0,Austria,2019.0,23.0,64.665,0.0,2.419022,21.225,1.0,35.0,0.0,35.0,0.0,0.0,Honda,False,157.5527839493705,326,12610,50.41530330572948,42.27092169932,14.862317376960885,9,race,0,0
165,KVY,ToroRosso,16.0,0.0,Austria,2019.0,25.0,65.324,0.0,2.73473,25.091,1.0,38.0,0.0,32.0,0.0,0.0,Honda,False,157.62418366659935,322,13106,51.7374604457012,0.2188110146098431,12.364505487106982,9,race,0,0
166,HUL,Renault,15.0,0.0,Austria,2019.0,31.0,64.516,0.0,2.175981,21.985,1.0,44.0,0.0,26.0,0.0,0.0,Renault,False,157.91826567023497,324,12387,51.04605130276712,0.0201979398101393,12.606880764828654,9,race,0,0
167,RIC,Renault,12.0,0.0,Austria,2019.0,30.0,64.647,0.0,2.527034,22.305,1.0,0.0,0.0,46.0,24.0,0.0,Renault,False,157.75843263987073,328,12450,51.78374739109944,0.1716824883861846,12.034605803541371,9,race,0,0
168,VER,RedBullRacing,2.0,25.0,Austria,2019.0,21.0,63.439,1.0,2.209219,21.11,1.0,40.0,0.0,31.0,0.0,0.0,Honda,False,159.7185417087457,331,12923,49.56736012926682,0.4005924729010974,13.283511748468324,9,race,0,0
169,NOR,McLaren,5.0,8.0,Austria,2019.0,19.0,64.099,0.0,2.324817,21.547,1.0,0.0,0.0,45.0,25.0,0.0,Renault,False,157.21261697973475,324,12002,51.58196997239615,0.4241567360129266,14.300141385578671,9,race,0,0
170,HAM,Mercedes,4.0,10.0,Austria,2019.0,33.0,63.262,0.0,3.206176,30.067,1.0,41.0,0.0,30.0,0.0,0.0,Mercedes,False,160.03531273143471,315,12939,48.6930249781189,0.0807917592405574,11.674409210260553,9,race,0,0
171,VET,Ferrari,9.0,12.0,Austria,2019.0,32.0,63.667,0.0,3.382246,23.7435,2.0,29.0,0.0,0.0,42.0,0.0,Ferrari,False,160.09651248905945,331,12885,61.878139096478826,9.24392378644045,22.92802800780987,9,race,0,0
172,SAI,McLaren,19.0,4.0,Austria,2019.0,25.0,64.453,0.0,2.203847,21.266,1.0,29.0,0.0,41.0,0.0,0.0,Renault,False,157.23692183397293,333,12320,50.71211203123948,0.2726721874368814,15.02053457214031,9,race,0,0
173,RUS,Williams,0.0,0.0,Austria,2019.0,20.0,65.904,0.0,2.408452,22.772,1.0,42.0,0.0,27.0,0.0,0.0,Mercedes,False,153.21079916515183,328,12746,55.36834309567091,6.35225207028883,21.197737830741264,9,race,0,0
174,RAI,AlfaRomeoRacing,6.0,2.0,Austria,2019.0,39.0,64.056,0.0,2.245899,21.709,1.0,47.0,0.0,0.0,23.0,0.0,Ferrari,False,157.97781592944187,320,12797,61.2774860297583,9.981148589510536,24.998316838349155,9,race,0,0
175,BOT,Mercedes,3.0,15.0,Austria,2019.0,29.0,63.537,0.0,2.144408,22.552,1.0,50.0,0.0,21.0,0.0,0.0,Mercedes,False,159.98751094055072,317,12677,47.005049484952536,0.2120783680064633,11.687874503467311,9,race,0,0
176,GRO,HaasF1Team,11.0,0.0,Austria,2019.0,33.0,64.49,0.0,2.683395,22.265,1.0,36.0,0.0,34.0,0.0,0.0,Ferrari,False,158.10391840032318,321,13068,49.72436544805763,43.91032114724298,13.855786709755606,9,race,0,0
177,KUB,Williams,17.0,0.0,Austria,2019.0,34.0,66.206,0.0,2.173008,21.525,1.0,49.0,0.0,19.0,0.0,0.0,Mercedes,False,153.11024708813034,326,12788,49.56826903655827,0.508314818555174,16.016966269440516,9,race,0,0
178,GIO,AlfaRomeoRacing,7.0,1.0,Austria,2019.0,25.0,64.179,0.0,2.156253,21.672,1.0,46.0,0.0,0.0,24.0,0.0,Ferrari,False,157.91011916784487,326,12634,64.27395139029153,12.253416818151216,26.001481182252743,9,race,0,0
179,GAS,RedBullRacing,5.0,12.0,UK,2019.0,23.0,85.59,0.0,10.770769,27.905,1.0,40.0,0.0,12.0,0.0,0.0,Honda,False,160.5097584735799,337,12721,49.88390607679129,0.7188686217205819,11.777352279216636,10,race,0,0
180,PER,RacingPoint,15.0,0.0,UK,2019.0,29.0,86.649,0.0,10.747495,32.347667,3.0,6.0,0.0,18.0,27.0,0.0,Mercedes,False,157.40710134703886,336,13199,49.18693943363902,29.38627431220397,13.201652725990124,10,race,0,0
181,LEC,Ferrari,3.0,15.0,UK,2019.0,21.0,85.172,0.0,11.554456,28.453,2.0,31.0,0.0,8.0,13.0,0.0,Ferrari,False,160.4345124122409,342,12271,58.32308777587423,5.092545937048608,17.229332527125532,10,race,0,0
182,STR,RacingPoint,18.0,0.0,UK,2019.0,20.0,86.762,0.0,9.825301,29.737,2.0,26.0,0.0,13.0,13.0,0.0,Mercedes,False,159.63351137088918,342,13074,48.530148812523095,32.97725822163996,13.52749504518123,10,race,0,0
183,MAG,HaasF1Team,16.0,0.0,UK,2019.0,27.0,86.662,0.0,13.666249,32.767,1.0,5.0,0.0,0.0,1.0,0.0,Ferrari,False,20.80859283146897,307,12731,66.35345493634317,58.006651214350505,61.06352245624643,10,race,1,0
184,ALB,ToroRosso,9.0,0.0,UK,2019.0,23.0,86.345,0.0,9.677272,28.954,1.0,0.0,0.0,39.0,13.0,0.0,Honda,False,159.54536598474922,336,12614,51.82337330780342,0.9372165675702911,14.968591487789311,10,race,0,0
185,KVY,ToroRosso,17.0,2.0,UK,2019.0,25.0,86.721,0.0,8.952565,29.094,2.0,31.0,0.0,9.0,12.0,0.0,Honda,False,160.0509254593705,339,12784,50.62548288488024,40.99902583224159,11.340656387517216,10,race,0,0
186,HUL,Renault,10.0,1.0,UK,2019.0,31.0,86.386,0.0,9.712032,28.926,1.0,39.0,0.0,0.0,13.0,0.0,Renault,False,159.8746346870906,332,12524,50.164096879303976,40.52537874970607,11.424636366690182,10,race,0,0
187,RIC,Renault,7.0,6.0,UK,2019.0,30.0,86.182,0.0,10.651967,28.3985,2.0,32.0,0.0,8.0,12.0,0.0,Renault,False,160.119721858309,337,12342,50.31075951493164,40.370855588027815,10.201887869931808,10,race,0,0
188,VER,RedBullRacing,4.0,10.0,UK,2019.0,21.0,85.276,0.0,11.620846,27.8885,2.0,32.0,0.0,20.0,0.0,0.0,Honda,False,160.3078706036481,341,12955,48.932816016661626,40.14914844301119,12.019214619234775,10,race,0,0
189,NOR,McLaren,8.0,0.0,UK,2019.0,19.0,86.079,0.0,10.165653,28.097,2.0,17.0,0.0,22.0,13.0,0.0,Renault,False,159.26541032617823,335,12441,50.03080385636064,1.7434243676307568,11.538849138365412,10,race,0,0
190,HAM,Mercedes,2.0,25.0,UK,2019.0,34.0,85.099,1.0,10.125317,28.905,1.0,32.0,0.0,20.0,0.0,0.0,Mercedes,False,159.6825556787262,333,12761,51.07591790117236,38.083240955356246,10.699049346635762,10,race,0,0
191,VET,Ferrari,6.0,0.0,UK,2019.0,32.0,85.787,0.0,14.145186,33.2445,2.0,18.0,0.0,13.0,20.0,0.0,Ferrari,False,157.89116194699184,332,12653,62.086197050623134,10.201887869931808,22.7652927542074,10,race,0,0
192,SAI,McLaren,13.0,8.0,UK,2019.0,25.0,86.203,0.0,10.811252,27.98,1.0,32.0,0.0,20.0,0.0,0.0,Renault,False,160.1312775034432,329,12195,50.00584500655044,0.2485807383519769,11.622829117538378,10,race,0,0
193,RUS,Williams,19.0,0.0,UK,2019.0,20.0,87.789,0.0,8.344693,30.245,1.0,30.0,0.0,21.0,0.0,0.0,Mercedes,False,157.75299808525648,329,12816,49.7320366824549,0.1377271658436628,13.1613423359871,10,race,0,0
194,RAI,AlfaRomeoRacing,12.0,4.0,UK,2019.0,39.0,86.546,0.0,9.315892,28.364,1.0,35.0,0.0,17.0,0.0,0.0,Ferrari,False,160.2688367093285,332,12722,58.65175182236555,8.011690013100877,21.31075951493164,10,race,0,0
195,BOT,Mercedes,1.0,18.0,UK,2019.0,29.0,85.093,0.0,12.786794,28.335,2.0,0.0,0.0,45.0,7.0,0.0,Mercedes,False,160.2288286472505,324,12462,51.054586986462425,41.21065537975747,10.168295878262622,10,race,0,0
196,GRO,HaasF1Team,14.0,0.0,UK,2019.0,33.0,86.347,0.0,10.236139,33.562,1.0,8.0,0.0,0.0,1.0,0.0,Ferrari,False,29.753501965131512,302,12506,68.1787765796634,56.90147468843427,60.3345762370251,10,race,1,0
197,KUB,Williams,20.0,0.0,UK,2019.0,35.0,88.257,0.0,8.929088,28.694,1.0,31.0,0.0,20.0,0.0,0.0,Mercedes,False,157.6340152507642,326,12615,50.4630991971514,0.3392791158587793,13.567805435184251,10,race,0,0
198,GIO,AlfaRomeoRacing,11.0,0.0,UK,2019.0,25.0,86.449,0.0,0.818402,0.0,0.0,0.0,0.0,18.0,0.0,0.0,Ferrari,False,59.46430850885149,316,12557,76.10685612549968,54.30817293157312,59.42759246195707,10,race,1,0
199,GAS,RedBullRacing,4.0,0.0,Germany,2019.0,23.0,72.18,0.0,16.20118,22.5265,4.0,0.0,41.0,0.0,17.0,3.0,Honda,True,122.38056124097814,347,13028,37.92801357319832,2.91123559194226,21.12463643218787,11,race,1,0
200,LEC,Ferrari,10.0,0.0,Germany,2019.0,21.0,72.229,0.0,11.301776,20.926667,3.0,0.0,24.0,0.0,0.0,3.0,Ferrari,True,59.991839922438864,323,12969,64.6524830335021,43.71700958741786,54.15275234299257,11,race,0,1
201,STR,RacingPoint,15.0,12.0,Germany,2019.0,20.0,73.256,0.0,14.915273,21.3084,5.0,0.0,34.0,3.0,20.0,7.0,Mercedes,True,129.48666918022192,330,13317,37.14970914575029,14.989766239362275,20.08240870408273,11,race,0,0
202,MAG,HaasF1Team,12.0,4.0,Germany,2019.0,27.0,72.789,0.0,14.917762,20.834833,6.0,0.0,29.0,0.0,27.0,8.0,Ferrari,True,128.61227512657547,328,13048,37.60066788753635,2.7685015619950444,24.167833674458688,11,race,0,0
203,ALB,ToroRosso,16.0,8.0,Germany,2019.0,23.0,73.461,0.0,16.579812,20.935,4.0,0.0,43.0,0.0,19.0,2.0,Honda,True,128.7784660131423,342,13132,39.56751588925994,1.4300333943768178,20.755682430248843,11,race,0,0
